NU_INSCRICAO,NU_NOTA_MT
50be5f75fdaedae454b0c3d63b7277854bd08d8f,2.230934568248456
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.2850898589393196
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,578.2059373301448
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.2850898589393196
02681b5c893b94db204713cb4b20dde6fc3f2f95,529.2640148974722
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,442.92342261701907
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.2850898589393196
28c6829e69879bc1d34db1cd51b89562d3cc596b,515.7591114419049
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,439.19972695741245
96715a069fbcb2e84b26a01563921962ccc4601e,0.2850898589393196
923538833160e8432636c88e8119378a43b3d766,449.04269463234317
aacb834258765a2959ee63c57d2be4923d11a696,460.21549044784683
c32e484025571dd94255a77f21de08ab8d2aaba8,494.8168911887222
d425deeec0a3c7006f14d732eff8933d5155067f,495.7427908945367
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,466.00386472647125
716a178e9a6f7791b820da77879943ac9040a547,458.6157179594344
430212cd8767ef2bff8cda0f61729203fef7523e,440.23196640866166
e97d33221238e445688a0e984778d4ecac788be2,475.6829128229314
695c9481580951d830c4431fc6c9dee778ba9ca1,0.2850898589393196
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,500.03618358129074
0411742cbb54fe1b6927b25f0bb52b885828c828,442.68174678471655
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,430.6756463730423
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.2850898589393196
e4e7a38b58319ad0a5cde4848622b21783c907e9,469.74171267897816
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,577.5090215340788
aec1b63c3f0c9554e533752d8fe138ca82101d4a,445.7045357229131
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,469.09672265894784
4b48d500ba4410546ce01f7f6d44bcbafa73994f,434.68163871392477
edf33c347c866d26872f540bcc1f6ae415f3294c,453.3717056450962
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,501.3136324598523
3a265ea6ebdc4eb2520db912adf5592f03b3d634,433.9161229858469
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.2850898589393196
0ade5488fd62db34c11a369bdbb4327faacc1635,0.20320027083935702
e418fbb77e6ff4103205f3b7f6a66d53183d809b,454.98473311050583
8ddbfe70cd41135cb6f125335a48d100789edbf7,429.42745202660893
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.2850898589393196
1d3e406d0223d4cb0328850d689ba9fcadf62776,437.4332274173618
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.2850898589393196
ecaf075653faf2dcdf946c0ce50629f5083347c0,471.8981534566775
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,476.62309183558483
d43894c5e83bb3a7e5000636295b0b050de19309,0.2850898589393196
5b7877d12550dd35d27a02b66a13f2a27bce11ca,435.7629948995939
18f800ec03e33ebad5fb97aa8465dd3e5961337e,440.2040122057179
bb39cc6296f2c9da3963994899c5c34b50965720,0.2850898589393196
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.2850898589393196
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,482.1864580341287
e887be276bf553575b20ed1a0de8833d9cb7e247,0.2850898589393196
cc8794762ffa592758b5117d67e0d02e2e8b9c49,517.824559714935
894d277c608610fa8c31db531f64582b9569b2e9,439.75633584724335
b2e029961aa0f20071b74708e0d97e6f200ec582,457.9951193332149
12c7d85e168b09a0278df140a22bcb0052a59b0a,431.6286329928216
64c4892488a9c6281bdabf467a0b5a6382d248e6,490.1172352162606
944e790f6e64eccf6df361247858165f17dd7abb,0.2850898589393196
ac112e94587e6e4249b7182329ee5a5040ae94ea,515.2979617652303
a58cf11e498228f9aaca92b0c49f955a6163fb59,437.6714756334446
e8c84701c041b7f3b39f3125a0449fa633589fbe,505.92783685784275
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,573.8436979594832
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.2850898589393196
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,433.86321586292644
e64ad901853230e396be49311ea98121c348fac6,458.4523617627225
8532af19be3729ea233c1f29e4c015820fc7fb3a,475.8683481919139
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,446.17532826166604
26853fd075fe27954772c3070997635b94f32b83,432.70780525597553
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,523.4369753073967
574ec310dee846f9ae8eb278480257d463f6fbcc,485.0025383709756
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.2850898589393196
8a46e35787225c3e7adef2b998ad9c93a952106b,522.5837622013776
b62bf908b504e8c6898777a7f5b88afed358caea,437.18418496033905
10d22971ca4f53fc62d02905809ff1c37fbb68fc,577.912304736671
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,438.28741923968033
cad47b624b484cb16291449cee30707a46c20199,0.20320027083935702
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,559.4567756136529
bb6c0df09cb6663f142ce6da382b804353453af2,0.2850898589393196
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,456.5324719830949
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.2850898589393196
d76614020539405f481c0f5ffb9e6f88a0bf21b7,448.00598512767033
5ce2df96a99343819ead41bf242044177439696d,0.2850898589393196
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.2850898589393196
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.2850898589393196
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,468.17379913638985
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,452.53385561046224
176b027cd932b17fcb6f119cfcef338a175062b8,432.2853851130371
41474f2dda61d97f38ba79906d3dbcce223d1bd1,515.8445252767469
421eb738f9e2ea73e5f4227c915762d6421102ac,0.20320027083935702
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,477.2629536209926
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,3.1329444924863834
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.2850898589393196
d4e97da32ccb6987ec074aa48c24ce949c05a78c,438.5402917787901
fa556e489987a0588e9a8edb5327e2bde1679670,0.20320027083935702
95c1d266a2524560761df98b376c17604733a6ad,520.8400682557382
c11c4303d2632cde64105a35554ecb77a8564260,459.67439431561525
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,479.955614540422
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,530.131074809058
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,446.51231901443333
580c34923cbde328e0aef1641dd02033fc862c04,450.8908553434367
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.2850898589393196
29d8bf198da9caa59047268faca60207da24d1b7,518.4676958096189
1b3f80a1cd9fff0408e96169fcaf006936b34fed,452.0122188622373
b5932043b62e0c58e16e2cc2c9d5489390e5c895,454.10028107848336
99092cc60948943c59d68d62ed81a75a03059113,456.88204196565044
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,2.4145822917390127
dd69fca6f17420dc911016a79e70583ca7ea330d,440.75668648086065
d387995af060965fb9d18973f3dbf4904f071066,430.8404127058108
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,454.1110989205225
543674772357cf9d8a7a8e7dfb89384af80ec30e,495.67685482107703
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,443.9673340223473
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,16.30788675764305
0736d379ea0962e316ce84cce8e883321be36abb,436.41053816031695
98cc842c547c69a0d27776e272fd8b61131b0b37,437.96075332637736
890b7696fa85ca2b3e90b3951efec2135e88d5cf,451.20239065055597
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,688.176871479327
d84b48f7dc7a6e387e6e985525143589754c5b13,456.09259194639253
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,492.0958663342098
dc4fe9d4124d9278f58f6f999711116a3fe58be7,463.8750801829044
f6624d763619c0898b34dc02adf06f53a1721cd0,445.9652653984537
60b1c12559860e7ad966da4c4db5c78e17278fc0,502.59707045441263
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.2850898589393196
4f365503582b97ea96462d0d36895a5e7f5926df,434.29144639836613
c80869804effb21d50cc8fff3f4c27ba5521240c,427.8007799987635
d0f351638d60e84b890a498d69c9a7961cdcdf36,436.6121942856634
48e8ec135997ff3676648d5c144c3c7150a7bbb1,437.4014490149648
45484014aefd10ea3e4b08fb93e66c251709cca6,441.96427991156247
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,442.87870734051967
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,430.0570746651296
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,559.5905546010349
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,437.9895570298306
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,560.0236845848367
c83c66733c5bd90a59996e473bb69e44f6522976,438.48631579891327
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.2850898589393196
4c373daf5547a6292c4905696c148ec83f95f083,0.2850898589393196
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.2850898589393196
87f89c855f377c5b100ad2986cc6569e31d94a98,532.1589512552067
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.2850898589393196
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.2850898589393196
eaecf3dd32668664e1dcc2d6c7a69042824806a6,441.6284705962219
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.2850898589393196
c59b370d3aa06b68878c836bceac844953d74972,448.0431470291276
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.2850898589393196
b2128312e70fdb830091aecb6b27d82617e2e226,435.24298310078575
8257941af168c0cc15f28bd596fd922352dae732,431.46129626274245
854ce153823802674f35bbe1ec010b12e9b3a56f,435.2728990151012
27f1db4e266b154f6f7fbef9c225fab472652a7b,442.9197880141701
11b90bed4a05d11169f308370faf81d6e9ca2c4f,440.27104250164496
5c55b7aeae6cb75ec715b4629812175239e45c15,0.2850898589393196
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.2850898589393196
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.20320027083935702
39c22d725a24b290af887b25175ae0a8d560db4b,0.2850898589393196
e001e1d73163c327a4d800697b1b36cd6921f60d,459.80381361855103
b83424ca8973e4b2eebf6eb9e26e842999432d22,428.91776036539295
202da3f471204ad489ebf0c3856437337534112d,0.2850898589393196
912d751c54b46c860c5ba61666fc6fc59ca2689d,423.9639499674344
8376d681a277c58f06ab633a06eaa66391126246,0.2850898589393196
e114f7b197069bde8e158a0dbeaa022dd0c4e280,447.2401563805815
fa84edf183bd459ea9394d77bdc191683a75ff66,569.3705991060443
76190ff09a736ff83169394b770699b2709c5a27,469.7212191363389
515db15df8581ae72bb8e8358833016adee74e02,453.53020533139215
e2a05053c19e6fba60d0e582e6c7f371728a7106,437.05402647451575
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.2850898589393196
2378556841bc8d5746f2b94d6adefc2db20f9518,510.0765806075457
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.2850898589393196
796d558152d241567f8a72b535a5e36fe78886f3,438.16697899310094
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,526.3281698102951
3c748fc7a94edb7ac1484373751ffa8574a3281d,442.65079090063904
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,430.4339311993973
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.2850898589393196
10a1e8808e744c619376bff659f859cd71e8c41d,447.5968093998988
fc959dafc37dde3f173f083486d84ce5c817443f,441.9566806989979
6979d91c0a1903a336c640e14eed100821a0e24d,451.7120185455989
d4e37c4c1235ce014392f6c8ba0436f195b9e459,508.7088022623858
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.2850898589393196
565a955a60c6073157aa869c0351c626a7171ef3,521.6087505078436
5697c01ee87a008056ebc0993a1028b41a26d251,0.2850898589393196
99be797e423b5ae08fe342ea772738f71975df47,604.0027649222268
b579ea83f2d6c15b2c717d16a89827d65f39904b,460.04463911047685
e9373b5c22567bec508f2fa2580e4dc3ff687caa,521.7945766483432
a465af361b68bd536dd8bf61d522b9b21755ab60,512.5026419996686
c8feec2a94d996d03534ce935dec7a034667f107,714.0491317782055
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,472.4168610000652
f4f7888cfe88b7a3b0f3d94749921976353ae82c,471.9493483186641
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,464.4303874956055
2e466f15ac7b80870736fac2d0cf4bd7f362e852,447.9794744380131
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.2850898589393196
fc83a5c665f70f39b4c7d326118cbf21a898e660,593.3137837920113
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.2850898589393196
ced4913c2220be57c54bc9f87bb4f441d5976671,452.5846774873728
880ade460a231d722e8bb0e4d17f3c8f77663d37,431.86202473105993
7c869f5b89ddf3130c87011b6508ee59e32682c5,446.1807813676333
9027f65d4e576928ca59690c280050c53d66506a,650.8440954826244
09eb415bcb9842d207139c8bddf32427a134d51e,532.2291321289267
f8224c83e27f4921df62876f7ff660b1dab3d974,486.6284913281292
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.2850898589393196
dfec3182aec0997207e0845b072498065ec89aac,642.1239177551244
d653549f6d0ba70e2113b2cc56e9a83e331d2462,554.8292114356024
e95674df974af80342f676ca9e3540aecec2b8dc,494.7169442943744
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,545.6554784265367
2b7b15015ab18dc51893827c7e3f01d931a70410,0.2850898589393196
22d86e8b43a9412df86ec15ac231b9919e3ec905,446.2759810263203
1c61035799f6afe7f44c1fb68567d7a8945c3943,587.267694907344
d5ed4b8732b0d7127a64f7e71137d321c56cc198,441.0213529804806
63edbbe59337f861a710bee4fe8a691d231f23da,430.9598223378001
f62bf9257782d839d38f84376b79611ed0de655d,0.2850898589393196
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.2850898589393196
21b8ef230efbfca6b5f15b36a3243d76ed390967,488.71471455886837
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,428.63901495270323
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.2850898589393196
3de3c134579726fe4606b7a05f82ce19f00adb09,661.2481278177632
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,434.907753273233
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,432.31898564773314
520c60d32fd2af8be76abd332859b36d8ae45900,454.1334820264488
6cb6e2310b52c2898e500f81bea938446592568b,488.296942071168
0193b535914e1c5a445bede11a408bf1709cd3cb,442.4573547042458
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,471.3137592127163
c512a461034cd90a9c5f1a32332b748041cfeba3,0.2850898589393196
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.2850898589393196
9b378e3937af8e97d4753cdf0c8917306354aaaf,454.6747965143948
1c92f54a5fe563622a0e23cf116461a7e147efd8,541.3975734622313
90facc45f7578775e3278aa0bd4fb59dad4d37c1,444.4877779213605
563bd02a1204c85e79026a020ba5af29bce95c12,17.624340885273458
c8062c4cc7e023996bd37b87295f5a2957ddb172,453.9846517073932
ea7cc5987f9cc7f756d501961f64fa5769013823,0.20320027083935702
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,558.326648258979
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,439.0795930673021
1b61f7e184c7040ae4cea725153965e1f7f75308,440.4055550798767
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.2850898589393196
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.2850898589393196
95a9c65324583892b2d1a0c1c5163488f92d4a6d,427.7799799040942
5b7e7632cf766876026d0da6aa7c6df77bc13438,445.2633081766303
a3be14b06b7aef01331da18e7a1678222b563151,0.2850898589393196
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.2850898589393196
96fd0462597b8cf21b1e918c1947106cd8359e5d,509.7624187476805
5c1cef937c40bf8c30c119160bedde7ef679454e,596.3317582212533
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.2850898589393196
271a7e5b703fc3f29f6669415048a760e6355c5b,0.2850898589393196
e39fbeab552a4b6492346d821d095c3a0d691555,445.59936340190745
93694c58636eabfe86550e734efb3775ba4d739f,491.1832180160404
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,644.323974464073
6c05e70130682975c1485a862b6e08b895650671,439.2249489654084
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,431.02221000653896
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,429.78551428019347
283df09083d3c7bec2590f22355c7ba32ec88623,470.1957822500918
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.2850898589393196
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.2850898589393196
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.20320027083935702
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,570.3576493168471
23131f453efc29c2af9553d307692c60a3add1ae,444.6806933951101
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,434.9818785700823
941646a7d24ee2837d7de90ff0a736bb8f61d68c,433.6745680825117
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.2850898589393196
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,486.99020409022245
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,437.01415230485634
72882a9cffe151d94be90e02ce3967a91b628099,463.8897294726371
cf62916c9829bd3ad05104151eee856d6de7ca1c,601.829164694077
6b8f4241357e65c0491cc0ef96396f811574134c,447.39832556789077
298806ed4313157d412e860ac3ea8833d6ca6970,0.2850898589393196
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,433.84376743134646
4485f973590cff61be5ec78cb3032d5fdf25b809,0.2850898589393196
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,460.34830471842486
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.2850898589393196
8288badec4740382dbf7c33e4095cd4db0021bf7,429.248065512629
5e139289eb167622f915eea3d1d6e49d15d1c873,490.31607457305364
fc050b2c8fa3446890fe1418332352177dd34506,450.69712416898585
8f309746992f374b4c2ea88f171233a9469ba649,449.8818347652791
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,461.2786310663813
